parfamName,yearIndex,parfam,countryname,environ,culture,equality,pervote,rile,staticRile,electionDate,partyname
NAT,1995,70,Slovakia,4.468,4.622,0.924,5.403,-1.541,10.25,September 1994,Slovak National Party
NAT,1995,70,Slovakia,3.654,8.970000000000002,4.319,34.968,2.658,10.25,September 1994,Movement for a Democratic Slovakia
NAT,1995,70,Slovakia,6.466,1.724,3.8789999999999996,,-2.155,10.25,September 1994,National Democratic Party - New Alternative
ETH,1995,90,Slovakia,4.4860000000000015,1.869,2.43,,-8.224,-9.04,September 1994,Coexistence
ETH,1995,90,Slovakia,2.128,0.804,1.754,10.187000000000001,-5.796,-9.04,September 1994,Hungarian Coalition
ETH,1995,90,Slovakia,1.8969999999999998,0.542,0.8130000000000001,,-12.195,-9.04,September 1994,Hungarian Christian Democratic Movement
ETH,1995,90,Slovakia,0.0,0.0,2.02,,3.03,-9.04,September 1994,Hungarian Civic Party
LEF,1996,20,Slovakia,0.0,0.0,4.965,7.349,-12.057,-23.66,September 1994,Workers’ Association of Slovakia
SOC,1996,30,Slovakia,7.5470000000000015,4.717000000000001,11.321,10.415999999999999,-11.321,-14.0,September 1994,Common Choice
LIB,1996,40,Slovakia,3.8369999999999997,5.276,2.878,8.571,2.398,4.61,September 1994,Democratic Union of Slovakia
CHR,1996,50,Slovakia,4.938,6.79,5.556,10.085,-6.79,6.13,September 1994,Christian Democratic Movement
NAT,1996,70,Slovakia,4.468,4.622,0.924,5.403,-1.541,10.25,September 1994,Slovak National Party
NAT,1996,70,Slovakia,3.654,8.970000000000002,4.319,34.968,2.658,10.25,September 1994,Movement for a Democratic Slovakia
NAT,1996,70,Slovakia,6.466,1.724,3.8789999999999996,,-2.155,10.25,September 1994,National Democratic Party - New Alternative
ETH,1996,90,Slovakia,4.4860000000000015,1.869,2.43,,-8.224,-9.04,September 1994,Coexistence
ETH,1996,90,Slovakia,2.128,0.804,1.754,10.187000000000001,-5.796,-9.04,September 1994,Hungarian Coalition
ETH,1996,90,Slovakia,1.8969999999999998,0.542,0.8130000000000001,,-12.195,-9.04,September 1994,Hungarian Christian Democratic Movement
ETH,1996,90,Slovakia,0.0,0.0,2.02,,3.03,-9.04,September 1994,Hungarian Civic Party
LEF,1997,20,Slovakia,0.0,0.0,4.965,7.349,-12.057,-23.66,September 1994,Workers’ Association of Slovakia
SOC,1997,30,Slovakia,7.5470000000000015,4.717000000000001,11.321,10.415999999999999,-11.321,-14.0,September 1994,Common Choice
LIB,1997,40,Slovakia,3.8369999999999997,5.276,2.878,8.571,2.398,4.61,September 1994,Democratic Union of Slovakia
CHR,1997,50,Slovakia,4.938,6.79,5.556,10.085,-6.79,6.13,September 1994,Christian Democratic Movement
NAT,1997,70,Slovakia,4.468,4.622,0.924,5.403,-1.541,10.25,September 1994,Slovak National Party
NAT,1997,70,Slovakia,3.654,8.970000000000002,4.319,34.968,2.658,10.25,September 1994,Movement for a Democratic Slovakia
NAT,1997,70,Slovakia,6.466,1.724,3.8789999999999996,,-2.155,10.25,September 1994,National Democratic Party - New Alternative
ETH,1997,90,Slovakia,4.4860000000000015,1.869,2.43,,-8.224,-9.04,September 1994,Coexistence
ETH,1997,90,Slovakia,2.128,0.804,1.754,10.187000000000001,-5.796,-9.04,September 1994,Hungarian Coalition
ETH,1997,90,Slovakia,1.8969999999999998,0.542,0.8130000000000001,,-12.195,-9.04,September 1994,Hungarian Christian Democratic Movement
ETH,1997,90,Slovakia,0.0,0.0,2.02,,3.03,-9.04,September 1994,Hungarian Civic Party
SOC,1998,30,Slovakia,3.406,4.706,5.077,14.662,-6.254,-14.0,September 1998,Party of the Democratic Left
LIB,1998,40,Slovakia,2.968,4.795,1.8259999999999998,8.017999999999999,-6.393,4.61,September 1998,Party of Civic Understanding
CHR,1998,50,Slovakia,1.371,6.024,2.742,26.331,5.191,6.13,September 1998,Slovak Democratic Coalition
NAT,1998,70,Slovakia,1.238,7.921,2.351,9.075,13.860999999999999,10.25,September 1998,Slovak National Party
NAT,1998,70,Slovakia,6.138,5.24,1.048,27.004,0.7490000000000001,10.25,September 1998,Movement for a Democratic Slovakia
ETH,1998,90,Slovakia,3.588,2.6519999999999997,3.588,9.128,-7.176,-9.04,September 1998,Party of the Hungarian Coalition
SOC,1999,30,Slovakia,3.406,4.706,5.077,14.662,-6.254,-14.0,September 1998,Party of the Democratic Left
LIB,1999,40,Slovakia,2.968,4.795,1.8259999999999998,8.017999999999999,-6.393,4.61,September 1998,Party of Civic Understanding
CHR,1999,50,Slovakia,1.371,6.024,2.742,26.331,5.191,6.13,September 1998,Slovak Democratic Coalition
NAT,1999,70,Slovakia,1.238,7.921,2.351,9.075,13.860999999999999,10.25,September 1998,Slovak National Party
NAT,1999,70,Slovakia,6.138,5.24,1.048,27.004,0.7490000000000001,10.25,September 1998,Movement for a Democratic Slovakia
ETH,1999,90,Slovakia,3.588,2.6519999999999997,3.588,9.128,-7.176,-9.04,September 1998,Party of the Hungarian Coalition
SOC,2000,30,Slovakia,3.406,4.706,5.077,14.662,-6.254,-14.0,September 1998,Party of the Democratic Left
LIB,2000,40,Slovakia,2.968,4.795,1.8259999999999998,8.017999999999999,-6.393,4.61,September 1998,Party of Civic Understanding
CHR,2000,50,Slovakia,1.371,6.024,2.742,26.331,5.191,6.13,September 1998,Slovak Democratic Coalition
NAT,2000,70,Slovakia,1.238,7.921,2.351,9.075,13.860999999999999,10.25,September 1998,Slovak National Party
NAT,2000,70,Slovakia,6.138,5.24,1.048,27.004,0.7490000000000001,10.25,September 1998,Movement for a Democratic Slovakia
ETH,2000,90,Slovakia,3.588,2.6519999999999997,3.588,9.128,-7.176,-9.04,September 1998,Party of the Hungarian Coalition
SOC,2001,30,Slovakia,3.406,4.706,5.077,14.662,-6.254,-14.0,September 1998,Party of the Democratic Left
LIB,2001,40,Slovakia,2.968,4.795,1.8259999999999998,8.017999999999999,-6.393,4.61,September 1998,Party of Civic Understanding
CHR,2001,50,Slovakia,1.371,6.024,2.742,26.331,5.191,6.13,September 1998,Slovak Democratic Coalition
NAT,2001,70,Slovakia,1.238,7.921,2.351,9.075,13.860999999999999,10.25,September 1998,Slovak National Party
NAT,2001,70,Slovakia,6.138,5.24,1.048,27.004,0.7490000000000001,10.25,September 1998,Movement for a Democratic Slovakia
ETH,2001,90,Slovakia,3.588,2.6519999999999997,3.588,9.128,-7.176,-9.04,September 1998,Party of the Hungarian Coalition
SOC,2002,30,Slovakia,3.497,3.03,3.497,1.3619999999999999,-10.49,-14.0,September 2002,Party of the Democratic Left
LEF,2002,20,Slovakia,0.35700000000000004,2.8569999999999998,1.071,6.326000000000001,-7.143,-23.66,September 2002,Communist Party of Slovakia
SOC,2002,30,Slovakia,0.949,0.949,0.633,13.464,8.861000000000002,-14.0,September 2002,Direction-Social Democracy
LIB,2002,40,Slovakia,3.319,0.0,0.664,8.011000000000001,18.584,4.61,September 2002,Alliance of the New Citizen
CHR,2002,50,Slovakia,3.07,0.439,0.439,8.25,27.193,6.13,September 2002,Christian Democratic Movement
CHR,2002,50,Slovakia,0.0,0.963,1.651,15.094000000000001,37.275999999999996,6.13,September 2002,Slovak Democratic and Christian Union
NAT,2002,70,Slovakia,5.222,1.828,0.0,19.502,20.627,10.25,September 2002,Movement for a Democratic Slovakia
ETH,2002,90,Slovakia,2.719,0.604,4.532,11.167,-0.604,-9.04,September 2002,Party of the Hungarian Coalition
SOC,2003,30,Slovakia,3.497,3.03,3.497,1.3619999999999999,-10.49,-14.0,September 2002,Party of the Democratic Left
LEF,2003,20,Slovakia,0.35700000000000004,2.8569999999999998,1.071,6.326000000000001,-7.143,-23.66,September 2002,Communist Party of Slovakia
SOC,2003,30,Slovakia,0.949,0.949,0.633,13.464,8.861000000000002,-14.0,September 2002,Direction-Social Democracy
LIB,2003,40,Slovakia,3.319,0.0,0.664,8.011000000000001,18.584,4.61,September 2002,Alliance of the New Citizen
CHR,2003,50,Slovakia,3.07,0.439,0.439,8.25,27.193,6.13,September 2002,Christian Democratic Movement
CHR,2003,50,Slovakia,0.0,0.963,1.651,15.094000000000001,37.275999999999996,6.13,September 2002,Slovak Democratic and Christian Union
NAT,2003,70,Slovakia,5.222,1.828,0.0,19.502,20.627,10.25,September 2002,Movement for a Democratic Slovakia
ETH,2003,90,Slovakia,2.719,0.604,4.532,11.167,-0.604,-9.04,September 2002,Party of the Hungarian Coalition
SOC,2004,30,Slovakia,3.497,3.03,3.497,1.3619999999999999,-10.49,-14.0,September 2002,Party of the Democratic Left
LEF,2004,20,Slovakia,0.35700000000000004,2.8569999999999998,1.071,6.326000000000001,-7.143,-23.66,September 2002,Communist Party of Slovakia
SOC,2004,30,Slovakia,0.949,0.949,0.633,13.464,8.861000000000002,-14.0,September 2002,Direction-Social Democracy
LIB,2004,40,Slovakia,3.319,0.0,0.664,8.011000000000001,18.584,4.61,September 2002,Alliance of the New Citizen
CHR,2004,50,Slovakia,3.07,0.439,0.439,8.25,27.193,6.13,September 2002,Christian Democratic Movement
CHR,2004,50,Slovakia,0.0,0.963,1.651,15.094000000000001,37.275999999999996,6.13,September 2002,Slovak Democratic and Christian Union
NAT,2004,70,Slovakia,5.222,1.828,0.0,19.502,20.627,10.25,September 2002,Movement for a Democratic Slovakia
ETH,2004,90,Slovakia,2.719,0.604,4.532,11.167,-0.604,-9.04,September 2002,Party of the Hungarian Coalition
SOC,2005,30,Slovakia,3.497,3.03,3.497,1.3619999999999999,-10.49,-14.0,September 2002,Party of the Democratic Left
LEF,2005,20,Slovakia,0.35700000000000004,2.8569999999999998,1.071,6.326000000000001,-7.143,-23.66,September 2002,Communist Party of Slovakia
SOC,2005,30,Slovakia,0.949,0.949,0.633,13.464,8.861000000000002,-14.0,September 2002,Direction-Social Democracy
LIB,2005,40,Slovakia,3.319,0.0,0.664,8.011000000000001,18.584,4.61,September 2002,Alliance of the New Citizen
CHR,2005,50,Slovakia,3.07,0.439,0.439,8.25,27.193,6.13,September 2002,Christian Democratic Movement
CHR,2005,50,Slovakia,0.0,0.963,1.651,15.094000000000001,37.275999999999996,6.13,September 2002,Slovak Democratic and Christian Union
NAT,2005,70,Slovakia,5.222,1.828,0.0,19.502,20.627,10.25,September 2002,Movement for a Democratic Slovakia
ETH,2005,90,Slovakia,2.719,0.604,4.532,11.167,-0.604,-9.04,September 2002,Party of the Hungarian Coalition
SOC,2006,30,Slovakia,1.538,3.077,14.725,29.142,-21.75800000000001,-14.0,June 2006,Direction-Social Democracy
CHR,2006,50,Slovakia,3.049,7.317,1.22,8.312000000000001,29.675,6.13,June 2006,Christian Democratic Movement
CHR,2006,50,Slovakia,1.149,3.762,1.463,18.358,-1.254,6.13,June 2006,Slovak Democratic and Christian Union - Democartic Party
NAT,2006,70,Slovakia,3.523,5.9620000000000015,4.246,11.732999999999999,7.587999999999999,10.25,June 2006,Slovak National Party
NAT,2006,70,Slovakia,4.326000000000001,4.58,3.8169999999999997,8.794,0.0,10.25,June 2006,Movement for a Democratic Slovakia
ETH,2006,90,Slovakia,5.566,2.513,4.578,11.685,-7.271,-9.04,June 2006,Party of the Hungarian Coalition
SOC,2007,30,Slovakia,1.538,3.077,14.725,29.142,-21.75800000000001,-14.0,June 2006,Direction-Social Democracy
CHR,2007,50,Slovakia,3.049,7.317,1.22,8.312000000000001,29.675,6.13,June 2006,Christian Democratic Movement
CHR,2007,50,Slovakia,1.149,3.762,1.463,18.358,-1.254,6.13,June 2006,Slovak Democratic and Christian Union - Democartic Party
NAT,2007,70,Slovakia,3.523,5.9620000000000015,4.246,11.732999999999999,7.587999999999999,10.25,June 2006,Slovak National Party
NAT,2007,70,Slovakia,4.326000000000001,4.58,3.8169999999999997,8.794,0.0,10.25,June 2006,Movement for a Democratic Slovakia
ETH,2007,90,Slovakia,5.566,2.513,4.578,11.685,-7.271,-9.04,June 2006,Party of the Hungarian Coalition
SOC,2008,30,Slovakia,1.538,3.077,14.725,29.142,-21.75800000000001,-14.0,June 2006,Direction-Social Democracy
CHR,2008,50,Slovakia,3.049,7.317,1.22,8.312000000000001,29.675,6.13,June 2006,Christian Democratic Movement
CHR,2008,50,Slovakia,1.149,3.762,1.463,18.358,-1.254,6.13,June 2006,Slovak Democratic and Christian Union - Democartic Party
NAT,2008,70,Slovakia,3.523,5.9620000000000015,4.246,11.732999999999999,7.587999999999999,10.25,June 2006,Slovak National Party
NAT,2008,70,Slovakia,4.326000000000001,4.58,3.8169999999999997,8.794,0.0,10.25,June 2006,Movement for a Democratic Slovakia
ETH,2008,90,Slovakia,5.566,2.513,4.578,11.685,-7.271,-9.04,June 2006,Party of the Hungarian Coalition
SOC,2009,30,Slovakia,1.538,3.077,14.725,29.142,-21.75800000000001,-14.0,June 2006,Direction-Social Democracy
CHR,2009,50,Slovakia,3.049,7.317,1.22,8.312000000000001,29.675,6.13,June 2006,Christian Democratic Movement
CHR,2009,50,Slovakia,1.149,3.762,1.463,18.358,-1.254,6.13,June 2006,Slovak Democratic and Christian Union - Democartic Party
NAT,2009,70,Slovakia,3.523,5.9620000000000015,4.246,11.732999999999999,7.587999999999999,10.25,June 2006,Slovak National Party
NAT,2009,70,Slovakia,4.326000000000001,4.58,3.8169999999999997,8.794,0.0,10.25,June 2006,Movement for a Democratic Slovakia
ETH,2009,90,Slovakia,5.566,2.513,4.578,11.685,-7.271,-9.04,June 2006,Party of the Hungarian Coalition
SOC,2010,30,Slovakia,0.8029999999999999,0.8029999999999999,4.284,34.795,-16.198,-14.0,June 2010,Direction-Social Democracy
LIB,2010,40,Slovakia,2.906,4.36,7.266,12.149000000000001,30.154,4.61,June 2010,Freedom and Solidarity
CHR,2010,50,Slovakia,9.61,2.6460000000000004,7.3820000000000014,8.53,14.067,6.13,June 2010,Christian Democratic Movement
CHR,2010,50,Slovakia,3.687,3.687,2.2119999999999997,15.42,-3.54,6.13,June 2010,Slovak Democratic and Christian Union - Democartic Party
CON,2010,60,Slovakia,4.184,2.51,2.51,2.322,34.728,11.64,June 2010,Civic Conservative Party
NAT,2010,70,Slovakia,6.0710000000000015,3.373,2.024,5.08,13.659,10.25,June 2010,Slovak National Party
NAT,2010,70,Slovakia,5.287999999999999,5.287999999999999,2.404,4.32,12.019,10.25,June 2010,Movement for a Democratic Slovakia
SIP,2010,95,Slovakia,4.833,5.327999999999999,5.824,5.803999999999999,9.789,3.36,June 2010,Bridge
SOC,2011,30,Slovakia,0.8029999999999999,0.8029999999999999,4.284,34.795,-16.198,-14.0,June 2010,Direction-Social Democracy
LIB,2011,40,Slovakia,2.906,4.36,7.266,12.149000000000001,30.154,4.61,June 2010,Freedom and Solidarity
CHR,2011,50,Slovakia,9.61,2.6460000000000004,7.3820000000000014,8.53,14.067,6.13,June 2010,Christian Democratic Movement
CHR,2011,50,Slovakia,3.687,3.687,2.2119999999999997,15.42,-3.54,6.13,June 2010,Slovak Democratic and Christian Union - Democartic Party
CON,2011,60,Slovakia,4.184,2.51,2.51,2.322,34.728,11.64,June 2010,Civic Conservative Party
NAT,2011,70,Slovakia,6.0710000000000015,3.373,2.024,5.08,13.659,10.25,June 2010,Slovak National Party
NAT,2011,70,Slovakia,5.287999999999999,5.287999999999999,2.404,4.32,12.019,10.25,June 2010,Movement for a Democratic Slovakia
SIP,2011,95,Slovakia,4.833,5.327999999999999,5.824,5.803999999999999,9.789,3.36,June 2010,Bridge
SOC,2012,30,Slovakia,0.8959999999999999,1.7930000000000001,7.17,44.417,-9.731,-14.0,March 2012,Direction-Social Democracy
LIB,2012,40,Slovakia,4.13,5.9570000000000025,3.177,5.8839999999999995,25.655,4.61,March 2012,Freedom and Solidarity
CHR,2012,50,Slovakia,4.878,3.136,3.136,8.825000000000003,8.246,6.13,March 2012,Christian Democratic Movement
CHR,2012,50,Slovakia,2.7030000000000003,6.237,4.99,6.099,6.029,6.13,March 2012,Slovak Democratic and Christian Union - Democartic Party
CON,2012,60,Slovakia,7.6389999999999985,3.935,11.574000000000002,8.56,21.759,11.64,March 2012,Ordinary People and Independent Personalities
NAT,2012,70,Slovakia,2.804,5.607,0.935,4.55,15.421,10.25,March 2012,Slovak National Party
SIP,2012,95,Slovakia,4.698,0.0,6.711,6.9,-3.3560000000000003,3.36,March 2012,Bridge
SOC,2013,30,Slovakia,0.8959999999999999,1.7930000000000001,7.17,44.417,-9.731,-14.0,March 2012,Direction-Social Democracy
LIB,2013,40,Slovakia,4.13,5.9570000000000025,3.177,5.8839999999999995,25.655,4.61,March 2012,Freedom and Solidarity
CHR,2013,50,Slovakia,4.878,3.136,3.136,8.825000000000003,8.246,6.13,March 2012,Christian Democratic Movement
CHR,2013,50,Slovakia,2.7030000000000003,6.237,4.99,6.099,6.029,6.13,March 2012,Slovak Democratic and Christian Union - Democartic Party
CON,2013,60,Slovakia,7.6389999999999985,3.935,11.574000000000002,8.56,21.759,11.64,March 2012,Ordinary People and Independent Personalities
NAT,2013,70,Slovakia,2.804,5.607,0.935,4.55,15.421,10.25,March 2012,Slovak National Party
SIP,2013,95,Slovakia,4.698,0.0,6.711,6.9,-3.3560000000000003,3.36,March 2012,Bridge
SOC,2014,30,Slovakia,0.8959999999999999,1.7930000000000001,7.17,44.417,-9.731,-14.0,March 2012,Direction-Social Democracy
LIB,2014,40,Slovakia,4.13,5.9570000000000025,3.177,5.8839999999999995,25.655,4.61,March 2012,Freedom and Solidarity
CHR,2014,50,Slovakia,4.878,3.136,3.136,8.825000000000003,8.246,6.13,March 2012,Christian Democratic Movement
CHR,2014,50,Slovakia,2.7030000000000003,6.237,4.99,6.099,6.029,6.13,March 2012,Slovak Democratic and Christian Union - Democartic Party
CON,2014,60,Slovakia,7.6389999999999985,3.935,11.574000000000002,8.56,21.759,11.64,March 2012,Ordinary People and Independent Personalities
NAT,2014,70,Slovakia,2.804,5.607,0.935,4.55,15.421,10.25,March 2012,Slovak National Party
SIP,2014,95,Slovakia,4.698,0.0,6.711,6.9,-3.3560000000000003,3.36,March 2012,Bridge
SOC,2015,30,Slovakia,0.8959999999999999,1.7930000000000001,7.17,44.417,-9.731,-14.0,March 2012,Direction-Social Democracy
LIB,2015,40,Slovakia,4.13,5.9570000000000025,3.177,5.8839999999999995,25.655,4.61,March 2012,Freedom and Solidarity
CHR,2015,50,Slovakia,4.878,3.136,3.136,8.825000000000003,8.246,6.13,March 2012,Christian Democratic Movement
CHR,2015,50,Slovakia,2.7030000000000003,6.237,4.99,6.099,6.029,6.13,March 2012,Slovak Democratic and Christian Union - Democartic Party
CON,2015,60,Slovakia,7.6389999999999985,3.935,11.574000000000002,8.56,21.759,11.64,March 2012,Ordinary People and Independent Personalities
NAT,2015,70,Slovakia,2.804,5.607,0.935,4.55,15.421,10.25,March 2012,Slovak National Party
SIP,2015,95,Slovakia,4.698,0.0,6.711,6.9,-3.3560000000000003,3.36,March 2012,Bridge
SOC,2016,30,Slovakia,0.0,0.0,0.0,28.28,-8.333,-14.0,March 2016,Direction-Social Democracy
LIB,2016,40,Slovakia,3.023,1.931,5.29,12.100999999999999,28.38,4.61,March 2016,Freedom and Solidarity
CHR,2016,50,Slovakia,1.29,3.8710000000000004,2.323,4.943000000000001,-10.065,6.13,March 2016,Christian Democratic Movement
CON,2016,60,Slovakia,2.2159999999999997,4.888999999999999,4.186,11.029000000000002,-2.427,11.64,March 2016,Ordinary People and Independent Personalities
CON,2016,60,Slovakia,4.604,3.4530000000000003,6.0429999999999975,5.607,0.863,11.64,March 2016,Network
NAT,2016,70,Slovakia,5.51,7.712999999999999,2.479,8.642999999999999,12.948,10.25,March 2016,Slovak National Party
NAT,2016,70,Slovakia,5.056,0.562,0.562,8.044,8.989000000000003,10.25,March 2016,Kotleba – People's Party Our Slovakia
NAT,2016,70,Slovakia,5.855,1.639,1.874,6.629,2.108,10.25,March 2016,We Are Family
SIP,2016,95,Slovakia,0.878,0.293,9.512,6.502999999999999,0.439,3.36,March 2016,Bridge
SOC,2017,30,Slovakia,0.0,0.0,0.0,28.28,-8.333,-14.0,March 2016,Direction-Social Democracy
LIB,2017,40,Slovakia,3.023,1.931,5.29,12.100999999999999,28.38,4.61,March 2016,Freedom and Solidarity
CHR,2017,50,Slovakia,1.29,3.8710000000000004,2.323,4.943000000000001,-10.065,6.13,March 2016,Christian Democratic Movement
CON,2017,60,Slovakia,2.2159999999999997,4.888999999999999,4.186,11.029000000000002,-2.427,11.64,March 2016,Ordinary People and Independent Personalities
CON,2017,60,Slovakia,4.604,3.4530000000000003,6.0429999999999975,5.607,0.863,11.64,March 2016,Network
NAT,2017,70,Slovakia,5.51,7.712999999999999,2.479,8.642999999999999,12.948,10.25,March 2016,Slovak National Party
NAT,2017,70,Slovakia,5.056,0.562,0.562,8.044,8.989000000000003,10.25,March 2016,Kotleba – People's Party Our Slovakia
NAT,2017,70,Slovakia,5.855,1.639,1.874,6.629,2.108,10.25,March 2016,We Are Family
SIP,2017,95,Slovakia,0.878,0.293,9.512,6.502999999999999,0.439,3.36,March 2016,Bridge
SOC,2018,30,Slovakia,0.0,0.0,0.0,28.28,-8.333,-14.0,March 2016,Direction-Social Democracy
LIB,2018,40,Slovakia,3.023,1.931,5.29,12.100999999999999,28.38,4.61,March 2016,Freedom and Solidarity
CHR,2018,50,Slovakia,1.29,3.8710000000000004,2.323,4.943000000000001,-10.065,6.13,March 2016,Christian Democratic Movement
CON,2018,60,Slovakia,2.2159999999999997,4.888999999999999,4.186,11.029000000000002,-2.427,11.64,March 2016,Ordinary People and Independent Personalities
CON,2018,60,Slovakia,4.604,3.4530000000000003,6.0429999999999975,5.607,0.863,11.64,March 2016,Network
NAT,2018,70,Slovakia,5.51,7.712999999999999,2.479,8.642999999999999,12.948,10.25,March 2016,Slovak National Party
NAT,2018,70,Slovakia,5.056,0.562,0.562,8.044,8.989000000000003,10.25,March 2016,Kotleba – People's Party Our Slovakia
NAT,2018,70,Slovakia,5.855,1.639,1.874,6.629,2.108,10.25,March 2016,We Are Family
SIP,2018,95,Slovakia,0.878,0.293,9.512,6.502999999999999,0.439,3.36,March 2016,Bridge
SOC,2019,30,Slovakia,0.0,0.0,0.0,28.28,-8.333,-14.0,March 2016,Direction-Social Democracy
LIB,2019,40,Slovakia,3.023,1.931,5.29,12.100999999999999,28.38,4.61,March 2016,Freedom and Solidarity
CHR,2019,50,Slovakia,1.29,3.8710000000000004,2.323,4.943000000000001,-10.065,6.13,March 2016,Christian Democratic Movement
CON,2019,60,Slovakia,2.2159999999999997,4.888999999999999,4.186,11.029000000000002,-2.427,11.64,March 2016,Ordinary People and Independent Personalities
CON,2019,60,Slovakia,4.604,3.4530000000000003,6.0429999999999975,5.607,0.863,11.64,March 2016,Network
NAT,2019,70,Slovakia,5.51,7.712999999999999,2.479,8.642999999999999,12.948,10.25,March 2016,Slovak National Party
NAT,2019,70,Slovakia,5.056,0.562,0.562,8.044,8.989000000000003,10.25,March 2016,Kotleba – People's Party Our Slovakia
NAT,2019,70,Slovakia,5.855,1.639,1.874,6.629,2.108,10.25,March 2016,We Are Family
SIP,2019,95,Slovakia,0.878,0.293,9.512,6.502999999999999,0.439,3.36,March 2016,Bridge
SOC,2020,30,Slovakia,0.0,0.0,0.0,28.28,-8.333,-14.0,March 2016,Direction-Social Democracy
LIB,2020,40,Slovakia,3.023,1.931,5.29,12.100999999999999,28.38,4.61,March 2016,Freedom and Solidarity
CHR,2020,50,Slovakia,1.29,3.8710000000000004,2.323,4.943000000000001,-10.065,6.13,March 2016,Christian Democratic Movement
CON,2020,60,Slovakia,2.2159999999999997,4.888999999999999,4.186,11.029000000000002,-2.427,11.64,March 2016,Ordinary People and Independent Personalities
CON,2020,60,Slovakia,4.604,3.4530000000000003,6.0429999999999975,5.607,0.863,11.64,March 2016,Network
NAT,2020,70,Slovakia,5.51,7.712999999999999,2.479,8.642999999999999,12.948,10.25,March 2016,Slovak National Party
NAT,2020,70,Slovakia,5.056,0.562,0.562,8.044,8.989000000000003,10.25,March 2016,Kotleba – People's Party Our Slovakia
NAT,2020,70,Slovakia,5.855,1.639,1.874,6.629,2.108,10.25,March 2016,We Are Family
SIP,2020,95,Slovakia,0.878,0.293,9.512,6.502999999999999,0.439,3.36,March 2016,Bridge
ECO,1990,10,Slovenia,29.939,3.4619999999999997,2.24,8.839,-15.682,-13.65,April 1990,Greens of Slovenia
LEF,1990,20,Slovenia,3.448,12.069,1.724,17.28,6.897,-23.66,April 1990,League of Communists of Slovenia
SOC,1990,30,Slovenia,5.8820000000000014,1.569,4.314,7.3889999999999985,-16.078,-14.0,April 1990,Social-Democratic Party of Slovenia
LIB,1990,40,Slovenia,1.8519999999999999,0.0,0.0,14.495,31.480999999999998,4.61,April 1990,Liberal Democratic Party
CON,1990,60,Slovenia,0.562,10.112,14.607000000000001,9.513,-33.146,11.64,April 1990,Democratic Party of Slovenia
CHR,1990,50,Slovenia,8.992000000000003,8.719,6.267,12.975999999999999,-0.545,6.13,April 1990,Slovenian Christian Democrats
CHR,1990,50,Slovenia,8.934000000000003,2.017,5.476,12.55,-5.476,6.13,April 1990,Slovenian People's Party
AGR,1990,80,Slovenia,0.0,0.0,9.091,,90.909,1.01,April 1990,Slovenian Peasant League
ECO,1991,10,Slovenia,29.939,3.4619999999999997,2.24,8.839,-15.682,-13.65,April 1990,Greens of Slovenia
LEF,1991,20,Slovenia,3.448,12.069,1.724,17.28,6.897,-23.66,April 1990,League of Communists of Slovenia
SOC,1991,30,Slovenia,5.8820000000000014,1.569,4.314,7.3889999999999985,-16.078,-14.0,April 1990,Social-Democratic Party of Slovenia
LIB,1991,40,Slovenia,1.8519999999999999,0.0,0.0,14.495,31.480999999999998,4.61,April 1990,Liberal Democratic Party
CON,1991,60,Slovenia,0.562,10.112,14.607000000000001,9.513,-33.146,11.64,April 1990,Democratic Party of Slovenia
CHR,1991,50,Slovenia,8.992000000000003,8.719,6.267,12.975999999999999,-0.545,6.13,April 1990,Slovenian Christian Democrats
CHR,1991,50,Slovenia,8.934000000000003,2.017,5.476,12.55,-5.476,6.13,April 1990,Slovenian People's Party
AGR,1991,80,Slovenia,0.0,0.0,9.091,,90.909,1.01,April 1990,Slovenian Peasant League
ECO,1992,10,Slovenia,29.939,3.4619999999999997,2.24,3.7039999999999997,-15.682,-13.65,December 1992,Greens of Slovenia
LEF,1992,20,Slovenia,3.448,12.069,1.724,13.577,6.897,-23.66,December 1992,"Unity, Asssociated List"
SOC,1992,30,Slovenia,3.5210000000000004,0.0,0.7040000000000001,3.339,-11.972000000000001,-14.0,December 1992,Social-Democratic Party of Slovenia
LIB,1992,40,Slovenia,0.0,0.0,11.765,23.465,64.706,4.61,December 1992,Liberal Democratic Party
CON,1992,60,Slovenia,0.562,10.112,14.607000000000001,5.006,-33.146,11.64,December 1992,Democratic Party of Slovenia
CHR,1992,50,Slovenia,8.992000000000003,8.719,6.267,14.509,-0.545,6.13,December 1992,Slovenian Christian Democrats
CHR,1992,50,Slovenia,8.934000000000003,2.017,5.476,8.693,-5.476,6.13,December 1992,Slovenian People's Party
NAT,1992,70,Slovenia,2.041,12.245,2.041,10.021,-2.041,10.25,December 1992,Slovenian National Party
ECO,1993,10,Slovenia,29.939,3.4619999999999997,2.24,3.7039999999999997,-15.682,-13.65,December 1992,Greens of Slovenia
LEF,1993,20,Slovenia,3.448,12.069,1.724,13.577,6.897,-23.66,December 1992,"Unity, Asssociated List"
SOC,1993,30,Slovenia,3.5210000000000004,0.0,0.7040000000000001,3.339,-11.972000000000001,-14.0,December 1992,Social-Democratic Party of Slovenia
LIB,1993,40,Slovenia,0.0,0.0,11.765,23.465,64.706,4.61,December 1992,Liberal Democratic Party
CON,1993,60,Slovenia,0.562,10.112,14.607000000000001,5.006,-33.146,11.64,December 1992,Democratic Party of Slovenia
