year,parfam,countryname,environ,culture,equality,pervote,rile,electionDate,partyname
1977-01-01,90,Belgium,6.916,4.762,2.494,4.257,-0.68,April 1977,Francophone Democratic Front of Francophones of Brussels
1977-01-01,90,Belgium,5.0,0.909,4.545,10.04,-6.364,April 1977,Peoples’ Union
1978-01-01,30,Belgium,3.043,2.628,7.053999999999999,12.37,-29.461,December 1978,Flemish Socialist Party
1978-01-01,30,Belgium,3.713,1.7930000000000001,7.297999999999999,13.011,0.512,December 1978,Francophone Socialist Party
1978-01-01,40,Belgium,2.182,0.364,3.636,10.347000000000001,26.182,December 1978,Party of Liberty and Progress
1978-01-01,40,Belgium,3.147,5.15,4.578,5.204,3.29,December 1978,Party of Walloon Reform and Liberty
1978-01-01,40,Belgium,1.8519999999999999,5.556,3.7039999999999997,0.762,1.8519999999999999,December 1978,Liberal Party
1978-01-01,50,Belgium,1.954,1.954,4.723,26.134,1.3030000000000002,December 1978,Christian People’s Party
1978-01-01,50,Belgium,4.373,8.309000000000001,5.539,10.131,5.102,December 1978,Christian Social Party
1978-01-01,90,Belgium,0.949,0.633,1.392,2.866,-7.9060000000000015,December 1978,Walloon Rally
1978-01-01,90,Belgium,2.398,0.846,3.385,4.25,-0.987,December 1978,Francophone Democratic Front of Francophones of Brussels
1978-01-01,90,Belgium,0.488,2.927,3.9019999999999997,7.019,15.122,December 1978,Peoples’ Union
1978-01-01,70,Belgium,3.4989999999999997,4.956,0.875,1.371,-2.915,December 1978,Flemish Bloc
1981-01-01,10,Belgium,8.072000000000001,2.546,1.0290000000000001,2.54,-1.517,November 1981,Ecologists
1981-01-01,10,Belgium,0.28,4.482,0.56,2.299,-3.9219999999999997,November 1981,Live Differently
1981-01-01,30,Belgium,4.558,2.8489999999999998,3.846,12.359000000000002,-23.362,November 1981,Flemish Socialist Party
1981-01-01,30,Belgium,3.6210000000000004,3.6210000000000004,8.147,12.698,-19.862000000000002,November 1981,Francophone Socialist Party
1981-01-01,40,Belgium,3.535,1.01,1.01,12.895,36.364000000000004,November 1981,Party of Liberty and Progress
1981-01-01,40,Belgium,1.758,0.879,0.22,8.569,25.275,November 1981,Liberal Reformation Party
1981-01-01,50,Belgium,7.461,0.0,1.973,19.339000000000002,1.544,November 1981,Christian People’s Party
1981-01-01,50,Belgium,1.173,3.015,1.34,7.149,8.543000000000001,November 1981,Christian Social Party
1981-01-01,90,Belgium,2.6639999999999997,2.432,4.69,1.7109999999999999,-12.102,November 1981,Walloon Rally
1981-01-01,90,Belgium,4.538,9.503,4.966,2.5,-10.530999999999999,November 1981,Francophone Democratic Front of Francophones of Brussels
1981-01-01,90,Belgium,1.493,0.0,4.975000000000001,9.767,2.488,November 1981,Peoples’ Union
1981-01-01,70,Belgium,3.4989999999999997,4.956,0.875,1.102,-2.915,November 1981,Flemish Bloc
1985-01-01,10,Belgium,8.072000000000001,2.546,1.0290000000000001,2.5140000000000002,-1.517,October 1985,Ecologists
1985-01-01,10,Belgium,0.28,4.482,0.56,3.739,-3.9219999999999997,October 1985,Live Differently
1985-01-01,30,Belgium,8.245000000000001,4.173,4.726,14.548,-19.155,October 1985,Flemish Socialist Party
1985-01-01,30,Belgium,5.096,5.987,1.274,13.761,-14.522,October 1985,Francophone Socialist Party
1985-01-01,40,Belgium,3.492,5.0280000000000005,0.419,10.748,15.922,October 1985,Party of Liberty and Progress
1985-01-01,40,Belgium,1.3780000000000001,4.3069999999999995,1.2919999999999998,10.214,25.151,October 1985,Liberal Reformation Party
1985-01-01,50,Belgium,6.164,4.11,2.055,21.293000000000003,14.795,October 1985,Christian People’s Party
1985-01-01,50,Belgium,2.455,0.0,2.9019999999999997,7.952000000000001,13.616,October 1985,Christian Social Party
1985-01-01,90,Belgium,18.49,12.635,0.924,1.193,-3.852,October 1985,Francophone Democratic Front of Francophones
1985-01-01,90,Belgium,0.606,0.0,0.0,7.877999999999999,14.545,October 1985,Peoples’ Union
1985-01-01,70,Belgium,3.4989999999999997,4.956,0.875,1.4080000000000001,-2.915,October 1985,Flemish Bloc
1987-01-01,10,Belgium,8.072000000000001,2.546,1.0290000000000001,2.573,-1.517,December 1987,Ecologists
1987-01-01,10,Belgium,0.28,4.482,0.56,4.4830000000000005,-3.9219999999999997,December 1987,Live Differently
1987-01-01,30,Belgium,5.7139999999999995,6.857,6.857,14.883,-28.0,December 1987,Flemish Socialist Party
1987-01-01,30,Belgium,3.908,7.815,1.954,15.655,-13.677,December 1987,Francophone Socialist Party
1987-01-01,40,Belgium,6.922999999999999,3.846,0.0,11.547,6.922999999999999,December 1987,Party of Liberty and Progress
1987-01-01,40,Belgium,1.7619999999999998,5.8,1.028,9.41,4.772,December 1987,Liberal Reformation Party
1987-01-01,50,Belgium,8.039,6.4879999999999995,4.372,19.454,6.629,December 1987,Christian People’s Party
1987-01-01,50,Belgium,7.229,9.398,0.0,8.009,-6.506,December 1987,Christian Social Party
1987-01-01,90,Belgium,10.923,9.002000000000002,1.133,1.162,-4.443000000000001,December 1987,Francophone Democratic Front of Francophones
1987-01-01,90,Belgium,3.846,10.096,2.404,8.048,-2.885,December 1987,Peoples’ Union
1987-01-01,70,Belgium,3.4989999999999997,4.956,0.875,1.896,-2.915,December 1987,Flemish Bloc
1991-01-01,10,Belgium,8.072000000000001,2.546,1.0290000000000001,5.073,-1.517,November 1991,Ecologists
1991-01-01,10,Belgium,0.28,4.482,0.56,4.861000000000001,-3.9219999999999997,November 1991,Live Differently
1991-01-01,30,Belgium,6.97,3.85,4.1819999999999995,11.975999999999999,-11.218,November 1991,Flemish Socialist Party
1991-01-01,30,Belgium,4.51,2.32,3.415,13.489,-9.601,November 1991,Francophone Socialist Party
1991-01-01,40,Belgium,4.255,5.851,1.5959999999999999,11.977,-10.638,November 1991,Party of Liberty and Progress
1991-01-01,40,Belgium,8.27,2.522,0.762,8.141,-2.346,November 1991,Liberal Reformation Party
1991-01-01,50,Belgium,3.529,1.39,2.995,16.815,6.631,November 1991,Christian People’s Party
1991-01-01,50,Belgium,2.74,1.494,4.608000000000001,7.736000000000001,-11.208,November 1991,Christian Social Party
1991-01-01,90,Belgium,3.3560000000000003,5.369,1.3419999999999999,1.474,-5.034,November 1991,Francophone Democratic Front of Francophones
1991-01-01,90,Belgium,3.264,5.341,1.484,5.893,-3.858,November 1991,Peoples’ Union
1991-01-01,70,Belgium,3.4989999999999997,4.956,0.875,6.576000000000001,-2.915,November 1991,Flemish Bloc
1995-01-01,10,Belgium,14.159,2.065,6.785,4.008,-20.944000000000003,May 1995,Ecologists
1995-01-01,10,Belgium,0.525,4.462,0.787,4.431,-2.887,May 1995,Live Differently
1995-01-01,30,Belgium,4.23,1.41,5.405,12.557,-15.629000000000001,May 1995,Flemish Socialist Party
1995-01-01,30,Belgium,4.225,1.239,4.507,11.870999999999999,-22.986,May 1995,Francophone Socialist Party
1995-01-01,40,Belgium,5.287999999999999,2.885,2.885,13.148,-2.404,May 1995,Flemish Liberals and Democrats
1995-01-01,40,Belgium,3.333,4.921,1.27,10.264000000000001,-4.127,May 1995,Liberal Reformation Party - Francophone Democratic Front
1995-01-01,50,Belgium,0.244,1.9509999999999998,1.829,17.176,-3.1710000000000003,May 1995,Christian People’s Party
1995-01-01,50,Belgium,2.827,2.009,5.432,7.726,-6.101,May 1995,Christian Social Party
1995-01-01,90,Belgium,8.805,2.642,0.8809999999999999,4.669,-1.8869999999999998,May 1995,Peoples’ Union
1995-01-01,70,Belgium,9.877,2.793,0.8170000000000001,7.834000000000001,-2.997,May 1995,Flemish Bloc
1999-01-01,10,Belgium,7.397,3.219,4.178,7.359,-19.762999999999998,June 1999,Ecologists
1999-01-01,10,Belgium,11.511,3.1319999999999997,3.72,6.991000000000001,-16.68,June 1999,Live Differently
1999-01-01,30,Belgium,8.413,1.905,4.127,9.549,-1.429,June 1999,Flemish Socialist Party
1999-01-01,30,Belgium,2.6289999999999996,0.18100000000000002,6.437,10.165,-14.869000000000002,June 1999,Francophone Socialist Party
1999-01-01,40,Belgium,1.5390000000000001,4.752,4.351,14.304,5.556,June 1999,Flemish Liberals and Democrats
1999-01-01,40,Belgium,1.868,1.601,1.935,10.14,-7.8050000000000015,June 1999,Liberal Reformation Party - Francophone Democratic Front - Citizens’ Movement for Change
1999-01-01,50,Belgium,3.463,2.886,2.525,14.088,-4.185,June 1999,Christian Democratic and Flemish
1999-01-01,50,Belgium,1.6340000000000001,1.6340000000000001,5.8820000000000014,5.879,-11.927999999999999,June 1999,Christian Social Party
1999-01-01,70,Belgium,9.877,2.793,0.8170000000000001,9.87,-2.997,June 1999,Flemish Bloc
1999-01-01,90,Belgium,2.4930000000000003,2.818,3.6860000000000004,5.561,-6.612,June 1999,People’s Union - Complete Democracy for the 21st century
2003-01-01,10,Belgium,10.782,1.903,13.953,3.06,-17.336,May 2003,Ecologists
2003-01-01,10,Belgium,12.065,0.0,5.521,2.47,-21.575,May 2003,Live Differently
2003-01-01,30,Belgium,2.6189999999999998,0.23800000000000002,11.905,14.908,-13.571,May 2003,Socialist Party Different - Spirit
2003-01-01,30,Belgium,0.772,1.235,14.815,13.024000000000001,-25.309,May 2003,Francophone Socialist Party
2003-01-01,40,Belgium,1.493,0.0,1.493,15.356,0.373,May 2003,Flemish Liberals and Democrats
2003-01-01,40,Belgium,0.599,0.299,5.388999999999999,11.395999999999999,-29.641,May 2003,Reform Movement
2003-01-01,50,Belgium,0.23399999999999999,0.935,3.738,13.249,1.869,May 2003,Christian Democratic and Flemish
2003-01-01,50,Belgium,5.803,4.22,5.877999999999999,5.472,-12.133,May 2003,Humanist Democratic Centre
2003-01-01,70,Belgium,9.877,2.793,0.8170000000000001,11.68,-2.997,May 2003,Flemish Bloc
2003-01-01,90,Belgium,3.636,0.0,0.909,3.0639999999999996,-7.576000000000001,May 2003,New Flemish Alliance
2007-01-01,10,Belgium,4.342000000000001,2.867,7.736000000000001,5.102,-20.32,June 2007,Ecologists
2007-01-01,10,Belgium,9.787,0.03,7.715,3.985,-3.753,June 2007,Green!
2007-01-01,30,Belgium,1.042,0.0,14.583,10.259,-3.6460000000000004,June 2007,Socialist Party Different - Spirit
2007-01-01,30,Belgium,1.911,0.637,19.108,,-26.752,June 2007,Socialist Party Different
2007-01-01,30,Belgium,2.549,1.254,12.349,10.864,-32.260999999999996,June 2007,Francophone Socialist Party
2007-01-01,30,Belgium,1.784,1.189,11.298,,-17.939,June 2007,"Social, Progressive, International, Regionalist, Integrally Democartic  and Forward-Looking"
2007-01-01,40,Belgium,0.755,0.0,9.462,11.83,13.488,June 2007,Open Flemish Liberals and Democrats
2007-01-01,40,Belgium,2.6719999999999997,2.21,4.518,12.517000000000001,-20.861,June 2007,Reform Movement
2007-01-01,40,Belgium,5.612,0.0,2.806,4.027,33.782,June 2007,List Dedecker
2007-01-01,50,Belgium,1.614,0.0,6.688,14.808,11.392999999999999,June 2007,Christian Democratic and Flemish
2007-01-01,50,Belgium,3.1689999999999996,0.638,5.621,6.057,-26.769000000000002,June 2007,Humanist Democratic Centre
2007-01-01,90,Belgium,5.502000000000001,0.09699999999999999,4.826000000000001,3.702,27.51,June 2007,New Flemish Alliance
2007-01-01,70,Belgium,1.409,3.258,3.0380000000000003,11.99,24.570999999999998,June 2007,Flemish Interest
2010-01-01,10,Belgium,3.1919999999999997,0.626,5.102,4.796,-31.299,June 2010,Ecologists
2010-01-01,10,Belgium,3.972,0.0,12.167,4.381,-0.855,June 2010,Green!
2010-01-01,30,Belgium,1.9569999999999999,0.0,10.109,9.236,-12.609000000000002,June 2010,Socialist Party Different
2010-01-01,30,Belgium,2.19,1.475,10.684000000000001,13.704,-26.688000000000002,June 2010,Francophone Socialist Party
2010-01-01,40,Belgium,0.936,0.0,5.926,8.639,12.725999999999999,June 2010,Open Flemish Liberals and Democrats
2010-01-01,40,Belgium,2.533,1.9869999999999999,4.0089999999999995,9.277999999999999,-0.2,June 2010,Reform Movement
2010-01-01,40,Belgium,0.0,0.0,4.878,2.307,41.463,June 2010,List Dedecker
2010-01-01,50,Belgium,0.686,0.0,6.218999999999999,10.845999999999998,7.247999999999999,June 2010,Christian Democratic and Flemish
2010-01-01,50,Belgium,1.604,0.162,8.092,5.522,-24.555,June 2010,Humanist Democratic Centre
2010-01-01,90,Belgium,0.294,0.0,3.3089999999999997,17.398,11.690999999999999,June 2010,New Flemish Alliance
2010-01-01,70,Belgium,0.44,0.0,0.44,7.763,39.443000000000005,June 2010,Flemish Interest
2014-01-01,10,Belgium,8.654,5.602,15.494000000000002,5.322,-18.063,May 2014,Green!
2014-01-01,20,Belgium,2.679,0.048,22.511999999999997,1.9709999999999999,-34.785,May 2014,Workers' Party of Belgium
2014-01-01,30,Belgium,2.969,4.093,17.826,8.829000000000002,-15.502,May 2014,Socialist Party Different
2014-01-01,40,Belgium,0.8390000000000001,2.6010000000000004,8.641,9.631,-3.859,May 2014,Open Flemish Liberals and Democrats
2014-01-01,50,Belgium,4.876,5.696000000000001,8.851000000000003,11.61,-0.102,May 2014,Christian Democratic and Flemish
2014-01-01,90,Belgium,2.49,4.98,4.868,20.259,8.584,May 2014,New Flemish Alliance
2014-01-01,70,Belgium,1.311,1.966,4.063,3.673,17.3,May 2014,Flemish Interest
2019-01-01,10,Belgium,8.048,2.162,15.697000000000001,6.103,-21.849,May 2019,Green!
2019-01-01,20,Belgium,5.249,1.945,21.081,8.622,-33.681,May 2019,Workers' Party of Belgium
2019-01-01,30,Belgium,4.144,2.431,28.039,6.711,-19.199,May 2019,Socialist Party Different
2019-01-01,40,Belgium,2.494,2.182,8.727,8.544,-8.0,May 2019,Open Flemish Liberals and Democrats
2019-01-01,50,Belgium,5.399,2.509,18.487000000000002,8.886000000000003,-11.902999999999999,May 2019,Christian Democratic and Flemish
2019-01-01,90,Belgium,4.178,2.8680000000000003,7.79,16.028,4.78,May 2019,New Flemish Alliance
2019-01-01,70,Belgium,2.5,2.419,7.621,11.949000000000002,8.387,May 2019,Flemish Interest
1946-01-01,20,Netherlands,0.8,4.0,4.0,10.6,-34.4,May 1946,Communist Party of the Netherlands
1946-01-01,30,Netherlands,2.5,6.2,3.7,28.314,-19.8,May 1946,Labour Party
1946-01-01,40,Netherlands,0.0,5.600000000000001,9.7,6.412999999999999,19.5,May 1946,Freedom Party
1946-01-01,50,Netherlands,0.0,1.3,7.9,30.805999999999997,3.9,May 1946,Catholic People’s Party
1946-01-01,50,Netherlands,0.0,1.5,4.5,12.901,21.0,May 1946,Anti-Revolutionary Party
1946-01-01,50,Netherlands,0.0,0.0,3.2,7.84,22.1,May 1946,Christian Historical Union
1946-01-01,95,Netherlands,0.0,0.0,4.0,2.138,56.0,May 1946,Reformed Political Party
1948-01-01,20,Netherlands,0.0,3.947,13.158,7.744,-31.579,July 1948,Communist Party of the Netherlands
1948-01-01,30,Netherlands,1.7,2.8,5.5,25.604,-14.8,July 1948,Labour Party
1948-01-01,40,Netherlands,0.0,4.0,16.0,7.945,20.0,July 1948,People’s Party for Freedom and Democracy
1948-01-01,50,Netherlands,0.0,0.0,6.600000000000001,31.039,6.5,July 1948,Catholic People’s Party
1948-01-01,50,Netherlands,0.0,1.4,4.8,13.209000000000001,18.5,July 1948,Anti-Revolutionary Party
1948-01-01,50,Netherlands,0.0,0.0,2.9,9.188,20.6,July 1948,Christian Historical Union
1948-01-01,95,Netherlands,1.754,0.0,3.509,2.371,54.386,July 1948,Reformed Political Party
1952-01-01,30,Netherlands,0.0,5.100000000000001,10.2,28.971999999999998,-22.6,June 1952,Labour Party
1952-01-01,40,Netherlands,0.0,3.8,9.6,8.827999999999998,32.6,June 1952,People’s Party for Freedom and Democracy
1952-01-01,50,Netherlands,0.6,1.3,5.5,28.665,19.7,June 1952,Catholic People’s Party
1952-01-01,50,Netherlands,1.2,1.9,3.1,11.307,15.6,June 1952,Anti-Revolutionary Party
1952-01-01,50,Netherlands,0.0,0.0,4.15,8.925000000000002,23.75,June 1952,Christian Historical Union
1956-01-01,30,Netherlands,1.0,3.8,7.0,32.687,-21.0,June 1956,Labour Party
1956-01-01,40,Netherlands,0.0,2.7,3.8,8.774000000000001,10.4,June 1956,People’s Party for Freedom and Democracy
1956-01-01,50,Netherlands,0.8,2.6,4.2,31.693,8.6,June 1956,Catholic People’s Party
1956-01-01,50,Netherlands,2.0,1.5,1.5,9.909,8.5,June 1956,Anti-Revolutionary Party
1956-01-01,50,Netherlands,0.0,0.0,5.4,8.431000000000001,26.9,June 1956,Christian Historical Union
1959-01-01,30,Netherlands,0.0,4.1,2.7,30.357,-28.2,March 1959,Labour Party
1959-01-01,40,Netherlands,0.0,0.9,6.4,12.212,17.4,March 1959,People’s Party for Freedom and Democracy
1959-01-01,50,Netherlands,1.3,3.9,2.6,31.601,-9.1,March 1959,Catholic People’s Party
1959-01-01,50,Netherlands,0.0,2.1,5.600000000000001,9.386,16.9,March 1959,Anti-Revolutionary Party
1959-01-01,50,Netherlands,0.0,1.6,4.7,8.108,14.0,March 1959,Christian Historical Union
1963-01-01,30,Netherlands,0.6,3.4,8.4,28.011,-30.6,May 1963,Labour Party
1963-01-01,40,Netherlands,1.6,4.9,4.7,10.287,9.7,May 1963,People’s Party for Freedom and Democracy
1963-01-01,50,Netherlands,0.0,7.0,6.100000000000001,31.881999999999998,-13.3,May 1963,Catholic People’s Party
1963-01-01,50,Netherlands,0.5,1.9,4.7,8.721,2.4,May 1963,Anti-Revolutionary Party
1963-01-01,50,Netherlands,0.0,6.8,9.1,8.577,-2.4,May 1963,Christian Historical Union
1967-01-01,30,Netherlands,2.6,2.6,12.3,23.555,-24.6,February 1967,Labour Party
1967-01-01,40,Netherlands,3.4,1.9,10.7,4.475000000000001,-18.3,February 1967,Democrats‘66
1967-01-01,40,Netherlands,0.9,5.8,2.9,10.732999999999999,10.3,February 1967,People’s Party for Freedom and Democracy
1967-01-01,50,Netherlands,0.6,4.5,3.2,26.503,7.2,February 1967,Catholic People’s Party
1967-01-01,50,Netherlands,1.0,2.8,6.4,9.902,-5.5,February 1967,Anti-Revolutionary Party
1967-01-01,50,Netherlands,0.8,3.2,4.0,8.142,10.4,February 1967,Christian Historical Union
1971-01-01,30,Netherlands,5.0,0.7000000000000001,15.7,1.837,-36.3,April 1971,Radical Political Party
1971-01-01,30,Netherlands,4.1,5.3,7.8,24.6,-39.7,April 1971,Labour Party
1971-01-01,40,Netherlands,12.4,3.5,4.3,6.775,-21.3,April 1971,Democrats‘66
1971-01-01,40,Netherlands,3.2,6.0,3.8,10.341,-1.8,April 1971,People’s Party for Freedom and Democracy
1971-01-01,50,Netherlands,2.2,3.8,4.600000000000001,21.837,-26.2,April 1971,Catholic People’s Party
1971-01-01,50,Netherlands,3.2,3.8,5.2,8.59,-18.1,April 1971,Anti-Revolutionary Party
1971-01-01,50,Netherlands,7.100000000000001,5.100000000000001,7.7,5.329,-12.9,April 1971,Democratic Socialists‘70
1971-01-01,50,Netherlands,3.1,6.100000000000001,2.4,6.317,-21.4,April 1971,Christian Historical Union
1972-01-01,30,Netherlands,9.2,3.1,9.3,4.7989999999999995,-44.5,November 1972,Radical Political Party
1972-01-01,30,Netherlands,9.2,3.1,9.3,27.339000000000002,-44.5,November 1972,Labour Party
1972-01-01,40,Netherlands,9.2,3.1,9.3,4.1530000000000005,-44.5,November 1972,Democrats‘66
1972-01-01,40,Netherlands,3.3,0.0,1.6,14.449000000000002,21.3,November 1972,People’s Party for Freedom and Democracy
1972-01-01,50,Netherlands,7.9,5.7,6.600000000000001,17.655,-14.0,November 1972,Catholic People’s Party
1972-01-01,50,Netherlands,7.9,5.7,6.600000000000001,8.84,-14.0,November 1972,Anti-Revolutionary Party
1972-01-01,50,Netherlands,5.600000000000001,4.8,3.1,4.121,-12.9,November 1972,Democratic Socialists‘70
1972-01-01,50,Netherlands,7.9,5.7,6.600000000000001,4.794,-14.0,November 1972,Christian Historical Union
1977-01-01,30,Netherlands,13.5,2.3,6.5,1.694,-42.4,May 1977,Radical Political Party
1977-01-01,30,Netherlands,6.100000000000001,2.2,11.5,33.829,-45.6,May 1977,Labour Party
1977-01-01,40,Netherlands,7.100000000000001,0.0,5.0,5.439,-26.6,May 1977,Democrats‘66
1977-01-01,40,Netherlands,3.1,3.1,2.7,17.945999999999998,13.4,May 1977,People’s Party for Freedom and Democracy
1977-01-01,50,Netherlands,5.8,2.6,3.3,31.886999999999997,-11.6,May 1977,Christian Democratic Appeal
1977-01-01,50,Netherlands,9.2,4.4,4.0,0.715,-13.6,May 1977,Democratic Socialists‘70
1981-01-01,30,Netherlands,7.7,1.15,9.6,1.9680000000000002,-25.2,May 1981,Radical Political Party
1981-01-01,30,Netherlands,5.100000000000001,3.4,7.100000000000001,28.288,-28.6,May 1981,Labour Party
1981-01-01,40,Netherlands,8.3,5.100000000000001,5.600000000000001,11.059000000000001,-22.1,May 1981,Democrats‘66
1981-01-01,40,Netherlands,4.0,2.9,3.4,17.320999999999998,7.600000000000001,May 1981,People’s Party for Freedom and Democracy
1981-01-01,50,Netherlands,5.100000000000001,3.1,4.0,30.805999999999997,-19.3,May 1981,Christian Democratic Appeal
1981-01-01,50,Netherlands,5.081,2.079,0.6930000000000001,1.247,37.644,May 1981,Reformatory Political Federation
1982-01-01,20,Netherlands,5.652,3.261,21.522,1.794,-24.783,September 1982,Communist Party of the Netherlands
1982-01-01,30,Netherlands,1.9,0.0,12.7,1.6569999999999998,-8.0,September 1982,Radical Political Party
1982-01-01,30,Netherlands,2.4,2.6,13.2,30.395,-20.7,September 1982,Labour Party
1982-01-01,40,Netherlands,6.9,4.5,7.4,4.265,-12.6,September 1982,Democrats‘66
1982-01-01,40,Netherlands,2.5,1.3,5.100000000000001,23.076999999999998,21.0,September 1982,People’s Party for Freedom and Democracy
1982-01-01,50,Netherlands,7.100000000000001,2.2,5.4,29.386999999999997,-11.7,September 1982,Christian Democratic Appeal
1982-01-01,50,Netherlands,4.121,1.844,1.6269999999999998,0.8150000000000001,24.62,September 1982,Reformed Political League
1982-01-01,50,Netherlands,5.081,2.079,0.6930000000000001,1.508,37.644,September 1982,Reformatory Political Federation
1982-01-01,70,Netherlands,8.163,5.102,5.102,0.8310000000000001,-4.8469999999999995,September 1982,Centre Party
1982-01-01,95,Netherlands,2.517,0.795,3.576,1.902,29.801,September 1982,Reformed Political Party
1986-01-01,20,Netherlands,10.286,2.145,11.770999999999999,1.2,-23.541999999999998,May 1986,Pacifist Socialist Party
1986-01-01,30,Netherlands,5.4,3.4,8.0,1.256,-12.9,May 1986,Radical Political Party
1986-01-01,30,Netherlands,7.5,3.7,6.9,33.271,-20.2,May 1986,Labour Party
1986-01-01,40,Netherlands,9.8,3.9,5.0,6.1320000000000014,-4.5,May 1986,Democrats‘66
1986-01-01,40,Netherlands,7.9,3.2,3.4,17.410999999999998,6.600000000000001,May 1986,People’s Party for Freedom and Democracy
1986-01-01,50,Netherlands,6.9,5.600000000000001,3.3,34.593,-4.0,May 1986,Christian Democratic Appeal
1986-01-01,95,Netherlands,4.449,0.809,0.0,1.739,31.951,May 1986,Reformed Political Party
1989-01-01,10,Netherlands,8.700000000000001,3.4,6.100000000000001,4.074,-15.0,September 1989,Green Left
1989-01-01,30,Netherlands,10.0,3.4,5.7,31.881,-20.6,September 1989,Labour Party
1989-01-01,40,Netherlands,14.4,4.1,4.0,7.8870000000000005,-7.5,September 1989,Democrats‘66
1989-01-01,40,Netherlands,9.6,3.8,3.1,14.565999999999999,4.5,September 1989,People’s Party for Freedom and Democracy
1989-01-01,50,Netherlands,12.2,3.0,3.0,35.313,-8.800000000000002,September 1989,Christian Democratic Appeal
1989-01-01,50,Netherlands,9.115,2.055,4.736000000000001,1.236,28.686,September 1989,Reformed Political League
1989-01-01,50,Netherlands,16.227,1.392,5.281000000000001,0.961,17.811,September 1989,Reformatory Political Federation
1989-01-01,70,Netherlands,7.612,0.0,0.0,0.9179999999999999,3.114,September 1989,Centre Democrats
1989-01-01,95,Netherlands,11.665999999999999,0.597,3.0389999999999997,1.8730000000000002,34.021,September 1989,Reformed Political Party
1994-01-01,10,Netherlands,7.797999999999999,1.5119999999999998,2.883,3.467,-15.69,May 1994,Green Left
1994-01-01,20,Netherlands,7.718999999999999,0.0,17.544,1.3219999999999998,-19.298,May 1994,Socialist Party
1994-01-01,30,Netherlands,7.287000000000001,1.6680000000000001,3.117,23.973000000000003,4.258,May 1994,Labour Party
1994-01-01,40,Netherlands,9.318,1.8980000000000001,3.1919999999999997,15.49,-8.24,May 1994,Democrats‘66
1994-01-01,40,Netherlands,3.279,0.546,0.9109999999999999,19.956,15.118,May 1994,People’s Party for Freedom and Democracy
1994-01-01,50,Netherlands,8.728,0.7979999999999999,2.544,22.217,-2.594,May 1994,Christian Democratic Appeal
1994-01-01,50,Netherlands,9.188,2.144,3.292,1.3,24.426,May 1994,Reformed Political League
1994-01-01,50,Netherlands,15.14,2.0580000000000003,4.851,1.8,24.89,May 1994,Reformatory Political Federation
1994-01-01,70,Netherlands,7.216,0.773,0.258,2.5,12.629000000000001,May 1994,Centre Democrats
1994-01-01,95,Netherlands,7.853,0.524,5.7589999999999995,1.729,28.796,May 1994,Reformed Political Party
1994-01-01,95,Netherlands,4.894,1.064,7.553,3.6,0.851,May 1994,General Elderly Alliance
1994-01-01,95,Netherlands,2.62,0.0,8.734,0.9,5.24,May 1994,Union 55+
1998-01-01,10,Netherlands,10.31,1.875,13.265999999999998,7.27,-22.783,May 1998,Green Left
1998-01-01,20,Netherlands,9.337,4.9719999999999995,3.2039999999999997,3.528,-18.177,May 1998,Socialist Party
1998-01-01,30,Netherlands,9.36,3.9410000000000003,6.847,28.98,-22.069000000000003,May 1998,Labour Party
1998-01-01,40,Netherlands,8.227,6.439,2.7030000000000003,8.99,-17.766,May 1998,Democrats‘66
1998-01-01,40,Netherlands,4.792,3.301,1.4909999999999999,24.69,7.242000000000001,May 1998,People’s Party for Freedom and Democracy
1998-01-01,50,Netherlands,6.854,2.761,3.7969999999999997,18.37,-1.6269999999999998,May 1998,Christian Democratic Appeal
1998-01-01,50,Netherlands,11.873,1.641,6.7570000000000014,1.2,13.802999999999999,May 1998,Reformed Political League
1998-01-01,50,Netherlands,8.244,1.8769999999999998,1.4080000000000001,2.028,24.598000000000003,May 1998,Reformatory Political Federation
1998-01-01,95,Netherlands,8.664,1.296,3.158,1.781,26.559,May 1998,Reformed Political Party
2002-01-01,10,Netherlands,10.455,2.573,2.012,6.95,-9.136,May 2002,Green Left
2002-01-01,20,Netherlands,9.337,4.9719999999999995,3.2039999999999997,5.9,-18.177,May 2002,Socialist Party
2002-01-01,30,Netherlands,5.08,3.4389999999999996,2.735,15.11,-7.581,May 2002,Labour Party
2002-01-01,40,Netherlands,7.9060000000000015,3.028,1.262,5.100000000000001,-8.831,May 2002,Democrats‘66
2002-01-01,40,Netherlands,2.019,2.319,1.3459999999999999,15.44,18.923,May 2002,People’s Party for Freedom and Democracy
2002-01-01,40,Netherlands,3.687,5.069,3.2260000000000004,1.61,10.138,May 2002,Livable Netherlands
2002-01-01,50,Netherlands,3.628,1.8869999999999998,1.742,27.93,2.467,May 2002,Christian Democratic Appeal
2002-01-01,50,Netherlands,6.899,2.263,2.3,2.54,10.571,May 2002,Christian Union
2002-01-01,70,Netherlands,0.787,2.362,5.5120000000000005,17.0,14.960999999999999,May 2002,List Pim Fortuyn
2002-01-01,95,Netherlands,7.372000000000001,1.371,4.962,1.7180000000000002,18.242,May 2002,Reformed Political Party
2003-01-01,10,Netherlands,6.537000000000001,0.177,6.184,5.13,19.965,January 2003,Green Left
2003-01-01,20,Netherlands,8.583,4.783,3.576,6.33,-16.942,January 2003,Socialist Party
2003-01-01,30,Netherlands,5.513999999999999,2.256,4.261,27.28,-2.7569999999999997,January 2003,Labour Party
