,partyname,yearIndex,parfamName,culture,environ,equality,parfamCount,pervote,rile,staticRile,avgVote,countryname
172,The Union – Prodi,2006,DIV,5.36,4.73,1.65,1,0.0,-17.71,-10.52,0.0,Italy
173,Unified Italian Socialist Party-Italian Democratic Socialist Party,1968,SOC,0.0,0.0,0.0,1,14.482000000000001,-18.699,-14.0,14.482000000000001,Italy
174,Union for Christian and Center Democrats,2006,CHR,0.4,0.0,0.4,1,6.7620000000000005,48.19,6.13,6.7620000000000005,Italy
175,Union of the Center,2008,CHR,0.0,0.0,0.0,1,5.69,-11.489,6.13,5.69,Italy
176,Union of the Center,2013,CHR,0.0,1.671,5.728,1,1.7890000000000001,33.652,6.13,1.7890000000000001,Italy
177,Us with Italy,2018,CHR,3.9330000000000003,2.247,0.0,1,1.2919999999999998,11.798,6.13,1.2919999999999998,Italy
178,White Flower,2001,CHR,5.636,3.221,0.322,1,3.22,18.68,6.13,3.22,Italy
0,Alliance of Liberals and Democrats,2016,LIB,0.0,0.0,0.0,1,5.625,26.666999999999998,4.61,5.625,Romania
1,Christian Democratic National Peasants’ Party,1990,CHR,5.155,7.216,2.062,1,2.563,0.0,6.13,2.563,Romania
2,Democratic Agrarian Party of Romania,1990,AGR,3.302,4.245,3.7739999999999996,1,1.83,-8.491,1.01,1.83,Romania
3,Democratic Agrarian Party of Romania,1992,AGR,3.302,4.245,3.7739999999999996,1,2.9989999999999997,-8.491,1.01,2.9989999999999997,Romania
4,Democratic Convention of Romania,1992,CHR,3.035,1.734,4.913,1,20.01,7.803,6.13,20.01,Romania
5,Democratic Convention of Romania,1996,CHR,1.37,0.0,0.0,1,30.169,-28.767,6.13,30.169,Romania
6,Democratic Group of the Centre,1990,CHR,2.6319999999999997,2.544,1.754,1,0.48100000000000004,5.8770000000000024,6.13,0.48100000000000004,Romania
7,Democratic Liberal Party,2008,CHR,4.49,4.04,1.12,1,32.364000000000004,4.95,6.13,32.364000000000004,Romania
8,Democratic National Salvation Front,1992,LEF,2.174,1.5530000000000002,2.588,1,27.717,-8.488999999999999,-23.66,27.717,Romania
9,Democratic Party,2000,SOC,0.17600000000000002,2.998,0.705,1,7.0329999999999995,-3.3510000000000004,-14.0,7.0329999999999995,Romania
10,Ecological Movement of Romania,1990,ECO,4.11,19.178,0.0,1,2.6180000000000003,-13.699000000000002,-13.65,2.6180000000000003,Romania
11,Greater Romania Party,1992,NAT,5.96,1.325,1.9869999999999999,1,3.898,6.6229999999999976,10.25,3.898,Romania
12,Greater Romania Party,1996,NAT,0.0,0.0,0.0,1,4.465,13.333,10.25,4.465,Romania
13,Greater Romania Party,2000,NAT,0.0,0.0,0.0,1,19.485,-13.860999999999999,10.25,19.485,Romania
14,Greater Romania Party,2004,NAT,0.0,3.7,1.85,1,12.924000000000001,5.56,10.25,12.924000000000001,Romania
15,Hungarian Democratic Alliance of Romania,1990,ETH,4.4910000000000005,6.287000000000001,2.096,1,7.234,7.784,-9.04,7.234,Romania
16,Hungarian Democratic Alliance of Romania,1992,ETH,0.278,4.444,1.389,1,7.4570000000000025,9.167,-9.04,7.4570000000000025,Romania
17,Hungarian Democratic Alliance of Romania,1996,ETH,1.939,6.785,0.8079999999999999,1,6.6400000000000015,-5.977,-9.04,6.6400000000000015,Romania
18,Hungarian Democratic Alliance of Romania,2000,ETH,3.4819999999999998,11.799000000000001,1.354,1,6.797999999999999,-6.77,-9.04,6.797999999999999,Romania
19,Hungarian Democratic Alliance of Romania,2004,ETH,3.49,1.75,2.62,1,6.165,-1.16,-9.04,6.165,Romania
20,Hungarian Democratic Alliance of Romania,2008,ETH,4.48,8.960000000000003,3.05,1,6.2,-2.64,-9.04,6.2,Romania
21,Hungarian Democratic Alliance of Romania,2012,ETH,4.602,4.104,2.114,1,5.1370000000000005,-9.701,-9.04,5.1370000000000005,Romania
22,Hungarian Democratic Alliance of Romania,2016,ETH,0.0,0.0,0.0,1,6.186,-15.277999999999999,-9.04,6.186,Romania
23,Justice and Truth Alliance,2004,LIB,2.9,4.52,1.94,1,31.5,5.5,4.61,31.5,Romania
24,National Democratic Party,1990,CHR,0.0,3.333,0.0,1,0.0,10.0,6.13,0.0,Romania
25,National Liberal Party,1990,LIB,0.0,0.0,1.114,1,6.415,29.526,4.61,6.415,Romania
26,National Liberal Party,2000,LIB,0.0,0.0,1.0070000000000001,1,6.894,-9.06,4.61,6.894,Romania
27,National Liberal Party,2008,LIB,0.52,7.73,0.0,1,18.6,12.89,4.61,18.6,Romania
28,National Liberal Party,2016,LIB,5.392,5.8820000000000014,0.0,1,20.041,1.4709999999999999,4.61,20.041,Romania
29,National Salvation Front,1990,SOC,5.0,0.0,1.6669999999999998,1,66.313,-15.0,-14.0,66.313,Romania
30,National Salvation Front,1992,SOC,0.0,0.0,0.0,1,10.187999999999999,23.669,-14.0,10.187999999999999,Romania
31,National Union PSR+PUR,2004,DIV,0.0,0.0,0.0,1,36.8,-28.85,-10.52,36.8,Romania
32,Party of Social Democracy of Romania,1996,LEF,3.992,2.852,0.0,1,21.766,-6.274,-23.66,21.766,Romania
33,People's Movement Party,2016,CHR,0.503,7.035,1.256,1,5.348,-1.005,6.13,5.348,Romania
34,People's Party - Dan Dianconescu,2012,NAT,0.0,10.37,0.0,1,13.992,-20.741,10.25,13.992,Romania
35,Republican Party,1990,NAT,8.197000000000001,4.918,2.459,1,0.0,14.754000000000001,10.25,0.0,Romania
36,Right Romania Alliance,2012,CON,0.0,0.0,0.0,1,16.508,-18.680999999999997,11.64,16.508,Romania
37,Romanian Democratic Front from Timisoara,1990,CHR,5.263,1.754,3.509,1,0.0,1.754,6.13,0.0,Romania
38,Romanian Ecological Party,1990,ECO,6.098,43.902,1.22,1,1.694,0.0,-13.65,1.694,Romania
39,Romanian National Unity Party,1990,NAT,1.695,5.085,1.695,1,0.0,-4.237,10.25,0.0,Romania
40,Romanian National Unity Party,1992,NAT,0.0,0.847,0.0,1,7.717000000000001,18.644000000000002,10.25,7.717000000000001,Romania
41,Romanian National Unity Party,1996,NAT,0.0,0.0,0.0,1,4.3580000000000005,-2.381,10.25,4.3580000000000005,Romania
42,Romanian Social Democratic Party,1990,SOC,0.943,0.0,5.66,1,0.5329999999999999,-30.189,-14.0,0.5329999999999999,Romania
43,Romanian Socialist Democratic Party,1990,LEF,0.0,0.0,15.625,1,1.046,-6.25,-23.66,1.046,Romania
44,Romanian Unity Alliance,1990,NAT,4.9460000000000015,5.001,2.077,1,2.122,5.257999999999999,10.25,2.122,Romania
45,Save Romania Union,2016,LIB,4.934,4.364,0.19,1,8.871,-25.046999999999997,4.61,8.871,Romania
46,Social Democratic Party,2016,LEF,3.247,3.0239999999999996,0.22399999999999998,1,45.476000000000006,-17.805,-23.66,45.476000000000006,Romania
47,Social Democratic Party + Conservative Party Alliance,2008,DIV,1.4,4.21,3.37,1,33.099000000000004,-12.91,-10.52,33.099000000000004,Romania
48,Social Democratic Pole of Romania,2000,LEF,2.793,2.886,0.18600000000000005,1,36.611,-6.331,-23.66,36.611,Romania
49,Social Democratic Union,1996,SOC,0.9229999999999999,0.185,0.0,1,12.927999999999999,-12.731,-14.0,12.927999999999999,Romania
50,Social Liberal Union,2012,SOC,1.558,2.338,0.779,1,58.63,19.221,-14.0,58.63,Romania
51,Socialist Labour Party,1992,LEF,6.818000000000001,0.22699999999999998,5.682,1,3.036,-15.909,-23.66,3.036,Romania
0,A. Brazauskas Social Democratic Coalition,2000,SOC,8.234,5.728,5.012,1,31.081999999999997,-9.069,-14.0,31.081999999999997,Lithuania
1,Centre Movement of Lithuania,1992,LIB,2.985,8.209,2.239,1,2.524,6.716,4.61,2.524,Lithuania
2,Coalition Labour Party and Youth,2008,LIB,15.106,2.417,2.417,1,8.987,-3.323,4.61,8.987,Lithuania
3,Coalition of Rolandas Paksas ‘For Order and Justice',2004,LIB,3.158,0.0,4.912,1,11.357999999999999,-2.807,4.61,11.357999999999999,Lithuania
4,Election Action of Lithuania’s Poles,2000,ETH,5.556,1.587,1.587,1,1.9469999999999998,-1.587,-9.04,1.9469999999999998,Lithuania
5,Election Action of Lithuania’s Poles,2012,ETH,8.777000000000001,7.8370000000000015,4.388999999999999,1,6.085,5.643,-9.04,6.085,Lithuania
6,Election Action of Lithuania’s Poles,2016,ETH,8.766,2.273,8.766,1,5.718,-15.26,-9.04,5.718,Lithuania
7,Homeland Union,1996,CON,2.062,1.649,2.062,1,31.34,16.907,11.64,31.34,Lithuania
8,Homeland Union,2000,CON,1.994,6.045,1.093,1,8.622,7.653,11.64,8.622,Lithuania
9,Homeland Union,2004,CON,1.383,0.0,3.9530000000000003,1,14.754000000000001,27.273000000000003,11.64,14.754000000000001,Lithuania
10,Homeland Union - Lithuanian Christian Democrats,2008,CON,6.2829999999999995,1.307,1.4580000000000002,1,19.715,19.879,11.64,19.715,Lithuania
11,Homeland Union - Lithuanian Christian Democrats,2012,CON,4.46,4.915,1.278,1,15.745,14.347000000000001,11.64,15.745,Lithuania
12,Homeland Union - Lithuanian Christian Democrats,2016,CON,3.466,3.7760000000000002,9.393,1,22.629,4.302,11.64,22.629,Lithuania
13,Labour Party,2004,LIB,3.158,4.211,0.0,1,28.439,13.684000000000001,4.61,28.439,Lithuania
14,Labour Party,2012,LIB,7.108000000000001,5.8820000000000014,2.819,1,20.694000000000006,-24.02,4.61,20.694000000000006,Lithuania
15,Labour Party,2016,LIB,8.120000000000001,6.785,1.891,1,4.883,-20.245,4.61,4.883,Lithuania
16,Liberal Movement,2008,LIB,2.439,2.439,1.22,1,5.73,-0.61,4.61,5.73,Lithuania
17,Liberal Movement,2012,LIB,6.227,4.029,3.48,1,8.952999999999998,6.777,4.61,8.952999999999998,Lithuania
18,Liberal Movement,2016,LIB,5.5020000000000024,6.044,5.711,1,9.449,6.336,4.61,9.449,Lithuania
19,Liberal and Centre Union,2004,LIB,4.627,3.342,2.571,1,9.189,5.141,4.61,9.189,Lithuania
20,Liberal and Centre Union,2008,LIB,9.589,2.511,1.37,1,5.343,5.251,4.61,5.343,Lithuania
21,Lithuanian Centre Union,1996,LIB,4.066,4.066,1.355,1,8.672,1.6569999999999998,4.61,8.672,Lithuania
22,Lithuanian Centre Union,2000,LIB,4.301,3.2260000000000004,1.6130000000000002,1,2.8569999999999998,-8.602,4.61,2.8569999999999998,Lithuania
23,Lithuanian Christian Democratic Party,1992,CHR,2.299,3.8310000000000004,1.916,1,0.0,10.345,6.13,0.0,Lithuania
24,Lithuanian Christian Democratic Party,1996,CHR,1.806,2.917,1.944,1,10.425999999999998,10.417,6.13,10.425999999999998,Lithuania
25,Lithuanian Christian Democratic Party,2000,CHR,3.427,7.3729999999999976,3.011,1,3.074,6.231,6.13,3.074,Lithuania
26,Lithuanian Christian Democratic Party Coalition,1992,CHR,3.6260000000000003,1.986,0.639,1,12.61,17.701,6.13,12.61,Lithuania
27,Lithuanian Democratic Labour Party,1992,LEF,3.39,1.695,1.695,1,43.976000000000006,28.814,-23.66,43.976000000000006,Lithuania
28,Lithuanian Democratic Labour Party,1996,LEF,1.5959999999999999,0.0,2.394,1,10.011000000000001,-0.266,-23.66,10.011000000000001,Lithuania
29,Lithuanian Democratic Party,1992,CON,2.128,2.128,0.0,1,0.0,23.404,11.64,0.0,Lithuania
30,Lithuanian Democratic Party,1996,CON,5.34,0.971,2.9130000000000003,1,0.0,-11.165,11.64,0.0,Lithuania
31,Lithuanian Liberal Union,2000,LIB,4.971,1.901,0.585,1,17.252,5.702000000000001,4.61,17.252,Lithuania
32,Lithuanian National Union,1992,NAT,0.73,5.109,0.73,1,1.986,37.955999999999996,10.25,1.986,Lithuania
33,Lithuanian Peasant and Green Union,2012,AGR,5.405,25.483,3.475,1,4.05,-11.969000000000001,1.01,4.05,Lithuania
34,Lithuanian Peasant and Green Union,2016,AGR,3.681,10.347999999999999,9.857,1,22.451999999999998,-9.775,1.01,22.451999999999998,Lithuania
35,Lithuanian Peasants Party,2000,AGR,2.2030000000000003,4.405,2.6430000000000002,1,4.081,-5.5070000000000014,1.01,4.081,Lithuania
36,Lithuanian Polish Union,1992,ETH,0.0,2.174,2.174,1,2.14,-1.087,-9.04,2.14,Lithuania
37,Lithuanian Social Democratic Party,1992,SOC,1.222,2.445,1.4509999999999998,1,6.047999999999999,0.993,-14.0,6.047999999999999,Lithuania
38,Lithuanian Social Democratic Party,1996,SOC,2.487,1.954,3.02,1,6.944,-9.325,-14.0,6.944,Lithuania
39,Lithuanian Social Democratic Party,2008,SOC,4.093999999999999,2.283,6.2989999999999995,1,11.716,-7.402,-14.0,11.716,Lithuania
40,Lithuanian Social Democratic Party,2012,SOC,6.6670000000000025,6.592000000000001,6.217000000000001,1,19.176,-10.412,-14.0,19.176,Lithuania
41,Lithuanian Social Democratic Party,2016,SOC,1.255,4.812,8.577,1,15.038,-21.756999999999998,-14.0,15.038,Lithuania
42,Lithuanian Union of Political Prisoners and Deportees,1992,SIP,6.452000000000001,0.0,0.0,1,0.0,19.355,3.36,0.0,Lithuania
43,National Resurrection Party,2008,CON,4.58,3.053,3.053,1,15.091,11.45,11.64,15.091,Lithuania
44,New Union (Social Liberals),2000,LIB,3.1830000000000003,5.159,1.6469999999999998,1,19.636,-5.379,4.61,19.636,Lithuania
45,Order and Justice,2008,NAT,2.825,0.0,3.1069999999999998,1,12.677,9.04,10.25,12.677,Lithuania
46,Order and Justice,2012,NAT,0.0,2.273,3.8960000000000004,1,7.631,2.597,10.25,7.631,Lithuania
47,Order and Justice,2016,NAT,5.409,0.6930000000000001,6.103,1,5.555,-12.205,10.25,5.555,Lithuania
48,Sajudis Coalition,1992,LIB,0.0,0.0,0.0,1,21.171999999999997,36.508,4.61,21.171999999999997,Lithuania
49,The Way of Courage,2012,SIP,4.052,2.026,4.2360000000000015,1,8.342,-5.525,3.36,8.342,Lithuania
50,Union of Peasants and New Democracy Party,2004,AGR,5.153,3.0639999999999996,1.393,1,6.600000000000001,-9.749,1.01,6.600000000000001,Lithuania
51,Working for Lithuania,2004,SOC,6.752999999999999,6.104,3.117,1,20.646,-14.286,-14.0,20.646,Lithuania
0,Alliance of Democrats of the Slovak Republic,1992,LIB,0.0,1.695,5.085,1,0.0,11.864,4.61,0.0,Slovakia
1,Alliance of the New Citizen,2002,LIB,0.0,3.319,0.664,1,8.011000000000001,18.584,4.61,8.011000000000001,Slovakia
2,Bridge,2010,SIP,5.327999999999999,4.833,5.824,1,5.803999999999999,9.789,3.36,5.803999999999999,Slovakia
3,Bridge,2012,SIP,0.0,4.698,6.711,1,6.9,-3.3560000000000003,3.36,6.9,Slovakia
4,Bridge,2016,SIP,0.293,0.878,9.512,1,6.502999999999999,0.439,3.36,6.502999999999999,Slovakia
5,Christian Democratic Movement,1990,CHR,2.469,7.407,1.235,1,19.21,19.753,6.13,19.21,Slovakia
6,Christian Democratic Movement,1992,CHR,0.0,1.145,1.9080000000000001,1,8.887,26.336,6.13,8.887,Slovakia
7,Christian Democratic Movement,1994,CHR,6.79,4.938,5.556,1,10.085,-6.79,6.13,10.085,Slovakia
8,Christian Democratic Movement,2002,CHR,0.439,3.07,0.439,1,8.25,27.193,6.13,8.25,Slovakia
9,Christian Democratic Movement,2006,CHR,7.317,3.049,1.22,1,8.312000000000001,29.675,6.13,8.312000000000001,Slovakia
10,Christian Democratic Movement,2010,CHR,2.6460000000000004,9.61,7.3820000000000014,1,8.53,14.067,6.13,8.53,Slovakia
11,Christian Democratic Movement,2012,CHR,3.136,4.878,3.136,1,8.825000000000003,8.246,6.13,8.825000000000003,Slovakia
12,Christian Democratic Movement,2016,CHR,3.8710000000000004,1.29,2.323,1,4.943000000000001,-10.065,6.13,4.943000000000001,Slovakia
13,Civic Conservative Party,2010,CON,2.51,4.184,2.51,1,2.322,34.728,11.64,2.322,Slovakia
14,Coalition of Coexistence and the Hungarian Christian-Democratic Movement,1990,ETH,1.754,7.018,3.509,1,8.66,5.263,-9.04,8.66,Slovakia
15,Coalition of Coexistence and the Hungarian Christian-Democratic Movement,1992,ETH,1.754,7.018,3.509,1,7.425,5.263,-9.04,7.425,Slovakia
16,Coexistence,1992,ETH,0.469,13.145999999999999,5.164,1,0.0,-15.493,-9.04,0.0,Slovakia
17,Coexistence,1994,ETH,1.869,4.4860000000000015,2.43,1,0.0,-8.224,-9.04,0.0,Slovakia
18,Common Choice,1994,SOC,4.717000000000001,7.5470000000000015,11.321,1,10.415999999999999,-11.321,-14.0,10.415999999999999,Slovakia
19,Communist Party of Slovakia,2002,LEF,2.8569999999999998,0.35700000000000004,1.071,1,6.326000000000001,-7.143,-23.66,6.326000000000001,Slovakia
20,Democratic Party,1990,LIB,3.7430000000000003,8.556000000000001,3.2089999999999996,1,4.4,-12.299000000000001,4.61,4.4,Slovakia
21,Democratic Union of Slovakia,1994,LIB,5.276,3.8369999999999997,2.878,1,8.571,2.398,4.61,8.571,Slovakia
22,Direction-Social Democracy,2002,SOC,0.949,0.949,0.633,1,13.464,8.861000000000002,-14.0,13.464,Slovakia
23,Direction-Social Democracy,2006,SOC,3.077,1.538,14.725,1,29.142,-21.75800000000001,-14.0,29.142,Slovakia
24,Direction-Social Democracy,2010,SOC,0.8029999999999999,0.8029999999999999,4.284,1,34.795,-16.198,-14.0,34.795,Slovakia
25,Direction-Social Democracy,2012,SOC,1.7930000000000001,0.8959999999999999,7.17,1,44.417,-9.731,-14.0,44.417,Slovakia
26,Direction-Social Democracy,2016,SOC,0.0,0.0,0.0,1,28.28,-8.333,-14.0,28.28,Slovakia
27,Freedom and Solidarity,2010,LIB,4.36,2.906,7.266,1,12.149000000000001,30.154,4.61,12.149000000000001,Slovakia
28,Freedom and Solidarity,2012,LIB,5.9570000000000025,4.13,3.177,1,5.8839999999999995,25.655,4.61,5.8839999999999995,Slovakia
29,Freedom and Solidarity,2016,LIB,1.931,3.023,5.29,1,12.100999999999999,28.38,4.61,12.100999999999999,Slovakia
30,Green Party of Slovakia,1990,ECO,2.9410000000000003,17.647000000000006,2.353,1,3.49,-17.647000000000006,-13.65,3.49,Slovakia
31,Hungarian Christian Democratic Movement,1994,ETH,0.542,1.8969999999999998,0.8130000000000001,1,0.0,-12.195,-9.04,0.0,Slovakia
32,Hungarian Civic Party,1994,ETH,0.0,0.0,2.02,1,0.0,3.03,-9.04,0.0,Slovakia
33,Hungarian Coalition,1994,ETH,0.804,2.128,1.754,1,10.187000000000001,-5.796,-9.04,10.187000000000001,Slovakia
34,Kotleba – People's Party Our Slovakia,2016,NAT,0.562,5.056,0.562,1,8.044,8.989000000000003,10.25,8.044,Slovakia
35,Movement for a Democratic Slovakia,1992,NAT,0.0,0.0,9.756,1,37.26,2.439,10.25,37.26,Slovakia
36,Movement for a Democratic Slovakia,1994,NAT,8.970000000000002,3.654,4.319,1,34.968,2.658,10.25,34.968,Slovakia
37,Movement for a Democratic Slovakia,1998,NAT,5.24,6.138,1.048,1,27.004,0.7490000000000001,10.25,27.004,Slovakia
38,Movement for a Democratic Slovakia,2002,NAT,1.828,5.222,0.0,1,19.502,20.627,10.25,19.502,Slovakia
39,Movement for a Democratic Slovakia,2006,NAT,4.58,4.326000000000001,3.8169999999999997,1,8.794,0.0,10.25,8.794,Slovakia
40,Movement for a Democratic Slovakia,2010,NAT,5.287999999999999,5.287999999999999,2.404,1,4.32,12.019,10.25,4.32,Slovakia
41,National Democratic Party - New Alternative,1994,NAT,1.724,6.466,3.8789999999999996,1,0.0,-2.155,10.25,0.0,Slovakia
42,Network,2016,CON,3.4530000000000003,4.604,6.0429999999999975,1,5.607,0.863,11.64,5.607,Slovakia
43,Ordinary People and Independent Personalities,2012,CON,3.935,7.6389999999999985,11.574000000000002,1,8.56,21.759,11.64,8.56,Slovakia
44,Ordinary People and Independent Personalities,2016,CON,4.888999999999999,2.2159999999999997,4.186,1,11.029000000000002,-2.427,11.64,11.029000000000002,Slovakia
45,Party of Civic Understanding,1998,LIB,4.795,2.968,1.8259999999999998,1,8.017999999999999,-6.393,4.61,8.017999999999999,Slovakia
46,Party of the Democratic Left,1990,SOC,6.9179999999999975,7.5470000000000015,5.0310000000000015,1,13.35,-16.352,-14.0,13.35,Slovakia
47,Party of the Democratic Left,1992,SOC,3.5210000000000004,2.113,4.225,1,14.702,1.4080000000000001,-14.0,14.702,Slovakia
48,Party of the Democratic Left,1998,SOC,4.706,3.406,5.077,1,14.662,-6.254,-14.0,14.662,Slovakia
49,Party of the Democratic Left,2002,SOC,3.03,3.497,3.497,1,1.3619999999999999,-10.49,-14.0,1.3619999999999999,Slovakia
50,Party of the Hungarian Coalition,1998,ETH,2.6519999999999997,3.588,3.588,1,9.128,-7.176,-9.04,9.128,Slovakia
51,Party of the Hungarian Coalition,2002,ETH,0.604,2.719,4.532,1,11.167,-0.604,-9.04,11.167,Slovakia
52,Party of the Hungarian Coalition,2006,ETH,2.513,5.566,4.578,1,11.685,-7.271,-9.04,11.685,Slovakia
53,Public Against Violence,1990,LIB,5.676,12.162,2.432,1,29.35,-7.027,4.61,29.35,Slovakia
54,Slovak Democratic Coalition,1998,CHR,6.024,1.371,2.742,1,26.331,5.191,6.13,26.331,Slovakia
55,Slovak Democratic and Christian Union,2002,CHR,0.963,0.0,1.651,1,15.094000000000001,37.275999999999996,6.13,15.094000000000001,Slovakia
56,Slovak Democratic and Christian Union - Democartic Party,2006,CHR,3.762,1.149,1.463,1,18.358,-1.254,6.13,18.358,Slovakia
57,Slovak Democratic and Christian Union - Democartic Party,2010,CHR,3.687,3.687,2.2119999999999997,1,15.42,-3.54,6.13,15.42,Slovakia
58,Slovak Democratic and Christian Union - Democartic Party,2012,CHR,6.237,2.7030000000000003,4.99,1,6.099,6.029,6.13,6.099,Slovakia
59,Slovak National Party,1990,NAT,1.9609999999999999,0.0,1.9609999999999999,1,13.94,39.216,10.25,13.94,Slovakia
60,Slovak National Party,1992,NAT,1.6130000000000002,4.301,0.26899999999999996,1,7.934,3.495,10.25,7.934,Slovakia
61,Slovak National Party,1994,NAT,4.622,4.468,0.924,1,5.403,-1.541,10.25,5.403,Slovakia
62,Slovak National Party,1998,NAT,7.921,1.238,2.351,1,9.075,13.860999999999999,10.25,9.075,Slovakia
63,Slovak National Party,2006,NAT,5.9620000000000015,3.523,4.246,1,11.732999999999999,7.587999999999999,10.25,11.732999999999999,Slovakia
64,Slovak National Party,2010,NAT,3.373,6.0710000000000015,2.024,1,5.08,13.659,10.25,5.08,Slovakia
65,Slovak National Party,2012,NAT,5.607,2.804,0.935,1,4.55,15.421,10.25,4.55,Slovakia
66,Slovak National Party,2016,NAT,7.712999999999999,5.51,2.479,1,8.642999999999999,12.948,10.25,8.642999999999999,Slovakia
67,We Are Family,2016,NAT,1.639,5.855,1.874,1,6.629,2.108,10.25,6.629,Slovakia
68,Workers’ Association of Slovakia,1994,LEF,0.0,0.0,4.965,1,7.349,-12.057,-23.66,7.349,Slovakia
0,Alliance of Alenka Bratušek,2014,LIB,5.096,3.397,2.123,1,4.38,-5.096,4.61,4.38,Slovenia
1,Associated List of Social Democrats,1996,SOC,2.206,0.735,5.8820000000000014,1,9.034,-11.029000000000002,-14.0,9.034,Slovenia
2,Associated List of Social Democrats,2000,SOC,3.9760000000000004,4.2810000000000015,5.199,1,12.08,-16.82,-14.0,12.08,Slovenia
3,Democratic Party of Pensioners of Slovenia,1996,SIP,0.0,0.0,2.5639999999999996,1,4.316,-23.076999999999998,3.36,4.316,Slovenia
4,Democratic Party of Pensioners of Slovenia,2000,SIP,0.0,0.0,21.276999999999997,1,5.16,2.128,3.36,5.16,Slovenia
5,Democratic Party of Pensioners of Slovenia,2004,SIP,2.344,1.172,3.125,1,4.041,-20.703000000000007,3.36,4.041,Slovenia
6,Democratic Party of Pensioners of Slovenia,2008,SIP,1.653,0.8260000000000001,5.785,1,7.449,-13.222999999999999,3.36,7.449,Slovenia
7,Democratic Party of Pensioners of Slovenia,2011,SIP,0.0,2.005,3.759,1,6.972,-4.511,3.36,6.972,Slovenia
8,Democratic Party of Pensioners of Slovenia,2014,SIP,0.0,2.005,3.759,1,10.176,-4.511,3.36,10.176,Slovenia
9,Democratic Party of Pensioners of Slovenia,2018,SIP,8.389,5.369,2.013,1,4.925,-28.523000000000003,3.36,4.925,Slovenia
10,Democratic Party of Slovenia,1990,CON,10.112,0.562,14.607000000000001,1,9.513,-33.146,11.64,9.513,Slovenia
11,Democratic Party of Slovenia,1992,CON,10.112,0.562,14.607000000000001,1,5.006,-33.146,11.64,5.006,Slovenia
12,For Real,2008,LIB,6.079,7.599,4.863,1,9.367,-12.462,4.61,9.367,Slovenia
13,For Real,2011,LIB,5.217000000000001,12.687999999999999,2.8289999999999997,1,0.655,-10.433,4.61,0.655,Slovenia
14,Greens of Slovenia,1990,ECO,3.4619999999999997,29.939,2.24,1,8.839,-15.682,-13.65,8.839,Slovenia
15,Greens of Slovenia,1992,ECO,3.4619999999999997,29.939,2.24,1,3.7039999999999997,-15.682,-13.65,3.7039999999999997,Slovenia
16,Gregor Virant's Civic List,2011,LIB,1.515,1.515,0.379,1,8.372,0.0,4.61,8.372,Slovenia
17,League of Communists of Slovenia,1990,LEF,12.069,3.448,1.724,1,17.28,6.897,-23.66,17.28,Slovenia
18,Liberal Democracy of Slovenia,1996,LIB,13.109000000000002,4.494,7.865,1,27.009,-12.734000000000002,4.61,27.009,Slovenia
19,Liberal Democracy of Slovenia,2000,LIB,6.874000000000001,3.6460000000000004,4.937,1,36.26,8.09,4.61,36.26,Slovenia
20,Liberal Democracy of Slovenia,2004,LIB,3.533,2.58,2.019,1,22.8,-13.853,4.61,22.8,Slovenia
21,Liberal Democracy of Slovenia,2008,LIB,1.89,5.093999999999999,1.7530000000000001,1,5.21,5.314,4.61,5.21,Slovenia
22,Liberal Democracy of Slovenia,2011,LIB,3.051,5.1979999999999995,6.327999999999999,1,1.476,3.842,4.61,1.476,Slovenia
23,Liberal Democratic Party,1990,LIB,0.0,1.8519999999999999,0.0,1,14.495,31.480999999999998,4.61,14.495,Slovenia
24,Liberal Democratic Party,1992,LIB,0.0,0.0,11.765,1,23.465,64.706,4.61,23.465,Slovenia
25,List of Marjan Šarec,2018,LIB,5.593999999999999,3.497,0.6990000000000001,1,12.597000000000001,2.7969999999999997,4.61,12.597000000000001,Slovenia
26,Modern Centre Party,2018,LIB,6.2989999999999995,5.5120000000000005,3.937,1,9.748,-8.661,4.61,9.748,Slovenia
27,New Slovenian Christian People’s Party,2000,CHR,2.469,0.617,5.556,1,8.64,8.642000000000001,6.13,8.64,Slovenia
28,New Slovenian Christian People’s Party,2004,CHR,2.177,2.5980000000000003,2.458,1,9.091,-4.143,6.13,9.091,Slovenia
29,New Slovenian Christian People’s Party,2008,CHR,3.843,3.425,2.423,1,3.4010000000000002,-6.099,6.13,3.4010000000000002,Slovenia
30,New Slovenian Christian People’s Party,2011,CHR,4.443000000000001,8.047,5.113,1,4.877,-3.6039999999999996,6.13,4.877,Slovenia
31,New Slovenian Christian People’s Party,2014,CHR,2.596,0.9109999999999999,3.051,1,5.5870000000000015,11.157,6.13,5.5870000000000015,Slovenia
32,New Slovenian Christian People’s Party,2018,CHR,1.551,0.9940000000000001,0.915,1,7.159,10.537,6.13,7.159,Slovenia
33,Party of Alenka Bratušek,2018,LIB,1.681,1.681,2.9410000000000003,1,5.105,-8.402999999999999,4.61,5.105,Slovenia
34,Party of Miro Cerar,2014,LIB,6.462999999999999,2.721,0.0,1,34.492,-15.645999999999999,4.61,34.492,Slovenia
35,Party of Slovenian Youth,2000,SIP,6.557,3.279,1.639,1,4.34,11.475,3.36,4.34,Slovenia
36,Slovenian Christian Democrats,1990,CHR,8.719,8.992000000000003,6.267,1,12.975999999999999,-0.545,6.13,12.975999999999999,Slovenia
